date,symbol,rank,score_quote_vol,in_universe
2024-05-15,PEPE-USDT,5,11619462746,1
2024-05-15,FIL-USDT,6,5793003572,1
2024-05-15,WLD-USDT,7,5539053435,1
2024-05-15,SHIB-USDT,8,5172752511,1
2024-05-15,ORDI-USDT,9,5048960699,1
2024-05-15,XRP-USDT,10,4851431934,1
2024-05-15,SUI-USDT,11,4287854592,1
2024-05-15,LTC-USDT,12,3849377752,1
2024-05-15,BCH-USDT,13,2864409960,1
2024-05-15,NEAR-USDT,14,2741700335,1
2024-05-15,ARB-USDT,15,2174582720,1
2024-05-15,OP-USDT,16,2115326495,1
2024-05-15,AVAX-USDT,17,2085280119,1
2024-05-15,ETC-USDT,18,2052404326,1
2024-05-15,JUP-USDT,19,2011402129,1
2024-05-15,APT-USDT,20,1997364239,1
2024-05-15,FLOKI-USDT,21,1778935824,1
2024-05-15,UNI-USDT,22,1716005832,1
2024-05-15,ADA-USDT,23,1595779417,1
2024-05-15,GALA-USDT,24,1378378125,1
2024-05-15,DOT-USDT,25,1201456541,1
2024-05-15,ICP-USDT,26,1157575511,1
2024-05-15,DYDX-USDT,27,1139104798,1
2024-05-15,STX-USDT,28,1054695447,1
2024-05-15,FET-USDT,29,1040392842,1
2024-05-15,CHZ-USDT,30,1039322811,1
2024-05-15,LINK-USDT,31,1005446119,0
2024-05-15,AR-USDT,32,961773881,0
2024-05-15,BONK-USDT,33,961008064,0
2024-05-15,TIA-USDT,34,955720992,0
2024-05-15,HBAR-USDT,35,800893461,0
2024-05-15,OKB-USDT,36,758098169,0
2024-05-15,CRV-USDT,37,751618629,0
2024-05-15,FLOW-USDT,38,668486520,0
2024-05-15,ATOM-USDT,39,660543564,0
2024-05-15,INJ-USDT,40,621491995,0
2024-05-15,LDO-USDT,41,591047950,0
2024-05-15,TRX-USDT,42,560876428,0
2024-05-15,APE-USDT,43,558443110,0
2024-05-15,NEO-USDT,44,532049227,0
2024-05-15,SAND-USDT,45,525492899,0
2024-05-15,ALGO-USDT,46,513164945,0
2024-05-15,AAVE-USDT,47,446215069,0
2024-05-15,GRT-USDT,48,442638851,0
2024-05-15,THETA-USDT,49,438133642,0
2024-05-15,IMX-USDT,50,360945634,0
2024-05-15,MANA-USDT,51,321051475,0
2024-05-15,SNX-USDT,52,309330835,0
2024-05-15,XLM-USDT,53,304618782,0
2024-05-15,MINA-USDT,54,297367414,0
2024-05-15,QTUM-USDT,55,255471034,0
2024-05-15,ZIL-USDT,56,212283343,0
2024-05-15,COMP-USDT,57,178144543,0
2024-05-15,KSM-USDT,58,173477080,0
2024-05-15,XTZ-USDT,59,168453137,0
2024-05-15,IOTA-USDT,60,153723301,0
2024-05-15,EGLD-USDT,61,122244352,0
2024-05-15,ENJ-USDT,62,115899984,0
2024-05-16,BTC-USDT,1,80084876640,1
2024-05-16,ETH-USDT,2,45862308100,1
2024-05-16,SOL-USDT,3,21050952746,1
2024-05-16,DOGE-USDT,4,14597802651,1
2024-05-16,PEPE-USDT,5,11734323413,1
2024-05-16,FIL-USDT,6,5781386912,1
2024-05-16,WLD-USDT,7,5446027802,1
2024-05-16,SHIB-USDT,8,5191068808,1
2024-05-16,ORDI-USDT,9,5008459034,1
2024-05-16,XRP-USDT,10,4833065137,1
2024-05-16,SUI-USDT,11,4277440430,1
2024-05-16,LTC-USDT,12,3845685435,1
2024-05-16,BCH-USDT,13,2857457018,1
2024-05-16,NEAR-USDT,14,2754685958,1
2024-05-16,ARB-USDT,15,2160824145,1
2024-05-16,OP-USDT,16,2105416994,1
2024-05-16,AVAX-USDT,17,2079614733,1
2024-05-16,ETC-USDT,18,2051815691,1
2024-05-16,JUP-USDT,19,2011091640,1
2024-05-16,APT-USDT,20,1989269293,1
2024-05-16,FLOKI-USDT,21,1794899905,1
2024-05-16,UNI-USDT,22,1712814212,1
2024-05-16,ADA-USDT,23,1589994553,1
2024-05-16,GALA-USDT,24,1377029119,1
2024-05-16,DOT-USDT,25,1201710756,1
2024-05-16,ICP-USDT,26,1153123687,1
2024-05-16,DYDX-USDT,27,1136700704,1
2024-05-16,STX-USDT,28,1048307203,1
2024-05-16,FET-USDT,29,1041308162,1
2024-05-16,CHZ-USDT,30,1026311425,1
2024-05-16,LINK-USDT,31,1007833243,0
2024-05-16,BONK-USDT,32,968432594,0
2024-05-16,AR-USDT,33,966511347,0
2024-05-16,TIA-USDT,34,953363090,0
2024-05-16,HBAR-USDT,35,802513904,0
2024-05-16,OKB-USDT,36,749622788,0
2024-05-16,CRV-USDT,37,748291710,0
2024-05-16,ATOM-USDT,38,659328739,0
2024-05-16,FLOW-USDT,39,658637132,0
2024-05-16,INJ-USDT,40,614082448,0
2024-05-16,LDO-USDT,41,592655906,0
2024-05-16,TRX-USDT,42,563177616,0
2024-05-16,APE-USDT,43,553122809,0
2024-05-16,NEO-USDT,44,532378096,0
2024-05-16,SAND-USDT,45,524234533,0
2024-05-16,ALGO-USDT,46,512997767,0
2024-05-16,GRT-USDT,47,444409377,0
2024-05-16,AAVE-USDT,48,443793167,0
2024-05-16,THETA-USDT,49,439286952,0
2024-05-16,IMX-USDT,50,359481540,0
2024-05-16,MANA-USDT,51,320480259,0
2024-05-16,SNX-USDT,52,309159063,0
2024-05-16,XLM-USDT,53,304838461,0
2024-05-16,MINA-USDT,54,295982272,0
2024-05-16,QTUM-USDT,55,253597093,0
2024-05-16,ZIL-USDT,56,212083635,0
2024-05-16,COMP-USDT,57,177493678,0
2024-05-16,KSM-USDT,58,172700331,0
2024-05-16,XTZ-USDT,59,167310762,0
2024-05-16,IOTA-USDT,60,153327112,0
2024-05-16,EGLD-USDT,61,121738652,0
2024-05-16,ENJ-USDT,62,115940678,0
2024-05-17,BTC-USDT,1,80208585924,1
2024-05-17,ETH-USDT,2,46001779674,1
2024-05-17,SOL-USDT,3,21164720945,1
2024-05-17,DOGE-USDT,4,14632806220,1
2024-05-17,PEPE-USDT,5,11819785094,1
2024-05-17,FIL-USDT,6,5717837743,1
2024-05-17,WLD-USDT,7,5391395810,1
2024-05-17,SHIB-USDT,8,5200015268,1
2024-05-17,ORDI-USDT,9,5013679655,1
2024-05-17,XRP-USDT,10,4836859116,1
2024-05-17,SUI-USDT,11,4277028582,1
2024-05-17,LTC-USDT,12,3845001904,1
2024-05-17,BCH-USDT,13,2864415523,1
2024-05-17,NEAR-USDT,14,2780691989,1
2024-05-17,ARB-USDT,15,2163679115,1
2024-05-17,OP-USDT,16,2113501389,1
2024-05-17,AVAX-USDT,17,2083013079,1
2024-05-17,ETC-USDT,18,2056999725,1
2024-05-17,JUP-USDT,19,2016206598,1
2024-05-17,APT-USDT,20,1986017544,1
2024-05-17,FLOKI-USDT,21,1806461517,1
2024-05-17,UNI-USDT,22,1707739527,1
2024-05-17,ADA-USDT,23,1590450644,1
2024-05-17,GALA-USDT,24,1379210240,1
2024-05-17,DOT-USDT,25,1205074647,1
2024-05-17,ICP-USDT,26,1153033213,1
2024-05-17,DYDX-USDT,27,1137658196,1
2024-05-17,STX-USDT,28,1047560355,1
2024-05-17,FET-USDT,29,1041086870,1
2024-05-17,LINK-USDT,30,1023254308,1
2024-05-17,CHZ-USDT,31,1017241590,0
2024-05-17,AR-USDT,32,974940143,0
2024-05-17,BONK-USDT,33,971825339,0
2024-05-17,TIA-USDT,34,951973501,0
2024-05-17,HBAR-USDT,35,809477585,0
2024-05-17,OKB-USDT,36,747972827,0
2024-05-17,CRV-USDT,37,745989057,0
2024-05-17,ATOM-USDT,38,659032525,0
2024-05-17,FLOW-USDT,39,653182647,0
2024-05-17,INJ-USDT,40,605807670,0
2024-05-17,LDO-USDT,41,599153772,0
2024-05-17,TRX-USDT,42,556905101,0
2024-05-17,APE-USDT,43,548910335,0
2024-05-17,NEO-USDT,44,532439602,0
2024-05-17,SAND-USDT,45,520110785,0
2024-05-17,ALGO-USDT,46,513134820,0
2024-05-17,GRT-USDT,47,443852771,0
2024-05-17,AAVE-USDT,48,442147526,0
2024-05-17,THETA-USDT,49,439010484,0
2024-05-17,IMX-USDT,50,359788998,0
2024-05-17,MANA-USDT,51,318793302,0
2024-05-17,SNX-USDT,52,309313080,0
2024-05-17,XLM-USDT,53,305498482,0
2024-05-17,MINA-USDT,54,295975140,0
2024-05-17,QTUM-USDT,55,253319183,0
2024-05-17,ZIL-USDT,56,212054128,0
2024-05-17,COMP-USDT,57,177290264,0
2024-05-17,KSM-USDT,58,171493373,0
2024-05-17,XTZ-USDT,59,166389917,0
2024-05-17,IOTA-USDT,60,153144073,0
2024-05-17,EGLD-USDT,61,121491833,0
2024-05-17,ENJ-USDT,62,116432021,0
2024-05-18,BTC-USDT,1,80131764859,1
2024-05-18,ETH-USDT,2,45878577679,1
2024-05-18,SOL-USDT,3,21200817989,1
2024-05-18,DOGE-USDT,4,14654349736,1
2024-05-18,PEPE-USDT,5,11896400529,1
2024-05-18,FIL-USDT,6,5666444373,1
2024-05-18,WLD-USDT,7,5295180034,1
2024-05-18,SHIB-USDT,8,5205534660,1
2024-05-18,ORDI-USDT,9,5013148595,1
2024-05-18,XRP-USDT,10,4829138633,1
2024-05-18,SUI-USDT,11,4251782494,1
2024-05-18,LTC-USDT,12,3844184726,1
2024-05-18,BCH-USDT,13,2875911539,1
2024-05-18,NEAR-USDT,14,2764521409,1
2024-05-18,ARB-USDT,15,2167015683,1
2024-05-18,OP-USDT,16,2107548597,1
2024-05-18,AVAX-USDT,17,2084105136,1
2024-05-18,ETC-USDT,18,2062587377,1
2024-05-18,JUP-USDT,19,2016881967,1
2024-05-18,APT-USDT,20,1981523519,1
2024-05-18,FLOKI-USDT,21,1814205508,1
2024-05-18,UNI-USDT,22,1719725228,1
2024-05-18,ADA-USDT,23,1575252435,1
2024-05-18,GALA-USDT,24,1378237866,1
2024-05-18,DOT-USDT,25,1201036126,1
2024-05-18,ICP-USDT,26,1148775727,1
2024-05-18,DYDX-USDT,27,1134329295,1
2024-05-18,STX-USDT,28,1039208040,1
2024-05-18,FET-USDT,29,1035458732,1
2024-05-18,LINK-USDT,30,1025153094,1
2024-05-18,CHZ-USDT,31,1012711368,0
2024-05-18,BONK-USDT,32,978609925,0
2024-05-18,AR-USDT,33,976840783,0
2024-05-18,TIA-USDT,34,947972861,0
2024-05-18,HBAR-USDT,35,808064816,0
2024-05-18,OKB-USDT,36,745911250,0
2024-05-18,CRV-USDT,37,743064983,0
2024-05-18,ATOM-USDT,38,657307950,0
2024-05-18,FLOW-USDT,39,647690250,0
2024-05-18,LDO-USDT,40,598102720,0
2024-05-18,INJ-USDT,41,596174065,0
2024-05-18,TRX-USDT,42,555807576,0
2024-05-18,APE-USDT,43,543805976,0
2024-05-18,NEO-USDT,44,531872624,0
2024-05-18,SAND-USDT,45,518021720,0
2024-05-18,ALGO-USDT,46,512751556,0
2024-05-18,AAVE-USDT,47,440197023,0
2024-05-18,THETA-USDT,48,438371712,0
2024-05-18,GRT-USDT,49,431574467,0
2024-05-18,IMX-USDT,50,353126190,0
2024-05-18,MANA-USDT,51,317298393,0
2024-05-18,SNX-USDT,52,309291464,0
2024-05-18,XLM-USDT,53,306915565,0
2024-05-18,MINA-USDT,54,294559131,0
2024-05-18,QTUM-USDT,55,252951086,0
2024-05-18,ZIL-USDT,56,211595744,0
2024-05-18,COMP-USDT,57,176763404,0
2024-05-18,KSM-USDT,58,171091688,0
2024-05-18,XTZ-USDT,59,165755719,0
2024-05-18,IOTA-USDT,60,151346056,0
2024-05-18,EGLD-USDT,61,121324451,0
2024-05-18,ENJ-USDT,62,116483552,0
2024-05-19,BTC-USDT,1,80045874431,1
2024-05-19,ETH-USDT,2,45589842413,1
2024-05-19,SOL-USDT,3,21206238296,1
2024-05-19,DOGE-USDT,4,14637975273,1
2024-05-19,PEPE-USDT,5,11954912713,1
2024-05-19,FIL-USDT,6,5522546898,1
2024-05-19,SHIB-USDT,7,5209426767,1
2024-05-19,WLD-USDT,8,5069010612,1
2024-05-19,ORDI-USDT,9,4973583160,1
2024-05-19,XRP-USDT,10,4807055338,1
2024-05-19,SUI-USDT,11,4226990182,1
2024-05-19,LTC-USDT,12,3839188128,1
2024-05-19,BCH-USDT,13,2886365520,1
2024-05-19,NEAR-USDT,14,2753144717,1
2024-05-19,ARB-USDT,15,2152685052,1
2024-05-19,OP-USDT,16,2085410817,1
2024-05-19,AVAX-USDT,17,2083246806,1
2024-05-19,ETC-USDT,18,2057041037,1
2024-05-19,JUP-USDT,19,2010614288,1
2024-05-19,APT-USDT,20,1967595938,1
2024-05-19,FLOKI-USDT,21,1817199098,1
2024-05-19,UNI-USDT,22,1720568970,1
2024-05-19,ADA-USDT,23,1562743122,1
2024-05-19,GALA-USDT,24,1376989333,1
2024-05-19,DOT-USDT,25,1190268774,1
2024-05-19,ICP-USDT,26,1133997759,1
2024-05-19,DYDX-USDT,27,1124219914,1
2024-05-19,LINK-USDT,28,1028128238,1
2024-05-19,FET-USDT,29,1025049975,1
2024-05-19,STX-USDT,30,1024715554,1
2024-05-19,CHZ-USDT,31,1000832104,0
2024-05-19,BONK-USDT,32,994825707,0
2024-05-19,AR-USDT,33,972333658,0
2024-05-19,TIA-USDT,34,942266130,0
2024-05-19,HBAR-USDT,35,770564066,0
2024-05-19,OKB-USDT,36,743022292,0
2024-05-19,CRV-USDT,37,738059695,0
2024-05-19,ATOM-USDT,38,654306362,0
2024-05-19,FLOW-USDT,39,641306107,0
2024-05-19,LDO-USDT,40,594808619,0
2024-05-19,INJ-USDT,41,586546686,0
2024-05-19,TRX-USDT,42,553704317,0
2024-05-19,APE-USDT,43,539703614,0
2024-05-19,NEO-USDT,44,532241812,0
2024-05-19,SAND-USDT,45,515829041,0
2024-05-19,ALGO-USDT,46,511564417,0
2024-05-19,AAVE-USDT,47,437334789,0
2024-05-19,THETA-USDT,48,436058601,0
2024-05-19,GRT-USDT,49,419727103,0
2024-05-19,IMX-USDT,50,348939942,0
2024-05-19,MANA-USDT,51,315654192,0
2024-05-19,SNX-USDT,52,308060011,0
2024-05-19,XLM-USDT,53,307260220,0
2024-05-19,MINA-USDT,54,293257989,0
2024-05-19,QTUM-USDT,55,251149568,0
2024-05-19,ZIL-USDT,56,210890097,0
2024-05-19,COMP-USDT,57,175504635,0
2024-05-19,KSM-USDT,58,167589465,0
2024-05-19,XTZ-USDT,59,164702508,0
2024-05-19,IOTA-USDT,60,149936612,0
2024-05-19,EGLD-USDT,61,120886891,0
2024-05-19,ENJ-USDT,62,116016134,0
2024-05-20,BTC-USDT,1,80107373900,1
2024-05-20,ETH-USDT,2,45882728961,1
2024-05-20,SOL-USDT,3,21272563224,1
2024-05-20,DOGE-USDT,4,14661458435,1
2024-05-20,PEPE-USDT,5,12147961607,1
2024-05-20,FIL-USDT,6,5323640790,1
2024-05-20,SHIB-USDT,7,5221205280,1
2024-05-20,WLD-USDT,8,4948050147,1
2024-05-20,ORDI-USDT,9,4944124675,1
2024-05-20,XRP-USDT,10,4783873442,1
2024-05-20,SUI-USDT,11,4208567225,1
2024-05-20,LTC-USDT,12,3847033548,1
2024-05-20,BCH-USDT,13,2897034458,1
2024-05-20,NEAR-USDT,14,2762722314,1
2024-05-20,ARB-USDT,15,2143565630,1
2024-05-20,AVAX-USDT,16,2082892557,1
2024-05-20,ETC-USDT,17,2064677107,1
2024-05-20,OP-USDT,18,2050125360,1
2024-05-20,JUP-USDT,19,2010426379,1
2024-05-20,APT-USDT,20,1961694294,1
2024-05-20,FLOKI-USDT,21,1823378023,1
2024-05-20,UNI-USDT,22,1736725797,1
2024-05-20,ADA-USDT,23,1554895376,1
2024-05-20,GALA-USDT,24,1389052593,1
2024-05-20,DOT-USDT,25,1182555217,1
2024-05-20,ICP-USDT,26,1125749760,1
2024-05-20,DYDX-USDT,27,1114141001,1
2024-05-20,LINK-USDT,28,1033516000,1
2024-05-20,FET-USDT,29,1015860360,1
2024-05-20,STX-USDT,30,1013369276,1
2024-05-20,BONK-USDT,31,1005956327,0
2024-05-20,CHZ-USDT,32,981686123,0
2024-05-20,AR-USDT,33,973787137,0
2024-05-20,TIA-USDT,34,941012235,0
2024-05-20,HBAR-USDT,35,750255173,0
2024-05-20,OKB-USDT,36,741048959,0
2024-05-20,CRV-USDT,37,733965619,0
2024-05-20,ATOM-USDT,38,653429236,0
2024-05-20,FLOW-USDT,39,632964196,0
2024-05-20,LDO-USDT,40,600973626,0
2024-05-20,INJ-USDT,41,576302391,0
2024-05-20,TRX-USDT,42,550680714,0
2024-05-20,NEO-USDT,43,534167386,0
2024-05-20,APE-USDT,44,529339780,0
2024-05-20,SAND-USDT,45,513061150,0
2024-05-20,ALGO-USDT,46,510169786,0
2024-05-20,THETA-USDT,47,437760337,0
2024-05-20,AAVE-USDT,48,436238500,0
2024-05-20,GRT-USDT,49,416412912,0
2024-05-20,IMX-USDT,50,339958725,0
2024-05-20,MANA-USDT,51,318428679,0
2024-05-20,SNX-USDT,52,307738383,0
2024-05-20,XLM-USDT,53,307058979,0
2024-05-20,MINA-USDT,54,291702227,0
2024-05-20,QTUM-USDT,55,249583013,0
2024-05-20,ZIL-USDT,56,210333288,0
2024-05-20,COMP-USDT,57,174539145,0
2024-05-20,KSM-USDT,58,166217476,0
2024-05-20,XTZ-USDT,59,163689036,0
2024-05-20,IOTA-USDT,60,150052372,0
2024-05-20,EGLD-USDT,61,120453174,0
2024-05-20,ENJ-USDT,62,115871084,0
2024-05-21,BTC-USDT,1,80430328158,1
2024-05-21,ETH-USDT,2,46372967249,1
2024-05-21,SOL-USDT,3,21393994609,1
2024-05-21,DOGE-USDT,4,14771093328,1
2024-05-21,PEPE-USDT,5,12478646293,1
2024-05-21,SHIB-USDT,6,5252286252,1
2024-05-21,FIL-USDT,7,5247042610,1
2024-05-21,ORDI-USDT,8,4940481411,1
2024-05-21,WLD-USDT,9,4876144644,1
2024-05-21,XRP-USDT,10,4785042792,1
2024-05-21,SUI-USDT,11,4181712315,1
2024-05-21,LTC-USDT,12,3865841658,1
2024-05-21,BCH-USDT,13,2917989959,1
2024-05-21,NEAR-USDT,14,2779981820,1
2024-05-21,ARB-USDT,15,2167573544,1
2024-05-21,AVAX-USDT,16,2090249293,1
2024-05-21,ETC-USDT,17,2089386394,1
2024-05-21,OP-USDT,18,2058109905,1
2024-05-21,JUP-USDT,19,2013473822,1
2024-05-21,APT-USDT,20,1961932657,1
2024-05-21,FLOKI-USDT,21,1842224683,1
2024-05-21,UNI-USDT,22,1753880963,1
2024-05-21,ADA-USDT,23,1552072593,1
2024-05-21,GALA-USDT,24,1401476951,1
2024-05-21,DOT-USDT,25,1183644896,1
2024-05-21,ICP-USDT,26,1119979022,1
2024-05-21,DYDX-USDT,27,1113549806,1
2024-05-21,BONK-USDT,28,1036100864,1
2024-05-21,LINK-USDT,29,1031528809,1
2024-05-21,FET-USDT,30,1012574239,1
2024-05-21,STX-USDT,31,1003617757,0
2024-05-21,AR-USDT,32,984748304,0
2024-05-21,CHZ-USDT,33,970645992,0
2024-05-21,TIA-USDT,34,943979448,0
2024-05-21,OKB-USDT,35,743055676,0
2024-05-21,CRV-USDT,36,737252056,0
2024-05-21,HBAR-USDT,37,735588753,0
2024-05-21,ATOM-USDT,38,652650623,0
2024-05-21,FLOW-USDT,39,626317980,0
2024-05-21,LDO-USDT,40,623211406,0
2024-05-21,INJ-USDT,41,573649048,0
2024-05-21,TRX-USDT,42,547408540,0
2024-05-21,NEO-USDT,43,536788136,0
2024-05-21,APE-USDT,44,528692473,0
2024-05-21,SAND-USDT,45,511943204,0
2024-05-21,ALGO-USDT,46,511860329,0
2024-05-21,THETA-USDT,47,439082231,0
2024-05-21,AAVE-USDT,48,437548469,0
2024-05-21,GRT-USDT,49,411691486,0
2024-05-21,IMX-USDT,50,337354055,0
2024-05-21,MANA-USDT,51,319570108,0
2024-05-21,SNX-USDT,52,309196778,0
2024-05-21,XLM-USDT,53,309159277,0
2024-05-21,MINA-USDT,54,292291571,0
2024-05-21,QTUM-USDT,55,250040682,0
2024-05-21,ZIL-USDT,56,210125307,0
2024-05-21,COMP-USDT,57,174901362,0
2024-05-21,KSM-USDT,58,165885629,0
2024-05-21,XTZ-USDT,59,163321487,0
2024-05-21,IOTA-USDT,60,148839461,0
2024-05-21,EGLD-USDT,61,120064043,0
2024-05-21,ENJ-USDT,62,117060568,0
2024-05-22,BTC-USDT,1,80441156757,1
2024-05-22,ETH-USDT,2,46469485597,1
2024-05-22,SOL-USDT,3,21457325572,1
2024-05-22,DOGE-USDT,4,14856900766,1
2024-05-22,PEPE-USDT,5,12717471344,1
2024-05-22,SHIB-USDT,6,5278557350,1
2024-05-22,FIL-USDT,7,5088891387,1
2024-05-22,ORDI-USDT,8,4926837795,1
2024-05-22,XRP-USDT,9,4774437871,1
2024-05-22,WLD-USDT,10,4707515417,1
2024-05-22,SUI-USDT,11,4158688425,1
2024-05-22,LTC-USDT,12,3876525663,1
2024-05-22,BCH-USDT,13,2929094176,1
2024-05-22,NEAR-USDT,14,2918896523,1
2024-05-22,ARB-USDT,15,2166105927,1
2024-05-22,ETC-USDT,16,2102424314,1
2024-05-22,AVAX-USDT,17,2092355851,1
2024-05-22,OP-USDT,18,2061652086,1
2024-05-22,JUP-USDT,19,2016429230,1
2024-05-22,APT-USDT,20,1967364600,1
2024-05-22,FLOKI-USDT,21,1861230116,1
2024-05-22,UNI-USDT,22,1761285718,1
2024-05-22,ADA-USDT,23,1545649248,1
2024-05-22,GALA-USDT,24,1424202849,1
2024-05-22,DOT-USDT,25,1180598012,1
2024-05-22,ICP-USDT,26,1116285627,1
2024-05-22,DYDX-USDT,27,1109023846,1
2024-05-22,BONK-USDT,28,1048649502,1
2024-05-22,LINK-USDT,29,1027246231,1
2024-05-22,FET-USDT,30,1006299817,1
2024-05-22,STX-USDT,31,996987004,0
2024-05-22,AR-USDT,32,989360942,0
2024-05-22,CHZ-USDT,33,950238318,0
2024-05-22,TIA-USDT,34,947894165,0
2024-05-22,OKB-USDT,35,738402179,0
2024-05-22,CRV-USDT,36,733208650,0
2024-05-22,HBAR-USDT,37,718609363,0
2024-05-22,ATOM-USDT,38,648928227,0
2024-05-22,LDO-USDT,39,629977348,0
2024-05-22,FLOW-USDT,40,616939776,0
2024-05-22,INJ-USDT,41,569516989,0
2024-05-22,TRX-USDT,42,546032829,0
2024-05-22,NEO-USDT,43,537654530,0
2024-05-22,APE-USDT,44,528212266,0
2024-05-22,ALGO-USDT,45,511937008,0
2024-05-22,SAND-USDT,46,510601489,0
2024-05-22,THETA-USDT,47,439999838,0
2024-05-22,AAVE-USDT,48,437210891,0
2024-05-22,GRT-USDT,49,401216314,0
2024-05-22,IMX-USDT,50,332943628,0
2024-05-22,MANA-USDT,51,320087037,0
2024-05-22,XLM-USDT,52,310399637,0
2024-05-22,SNX-USDT,53,308931147,0
2024-05-22,MINA-USDT,54,292347040,0
2024-05-22,QTUM-USDT,55,249391630,0
2024-05-22,ZIL-USDT,56,210031904,0
2024-05-22,COMP-USDT,57,174543208,0
2024-05-22,KSM-USDT,58,165237413,0
2024-05-22,XTZ-USDT,59,161900256,0
2024-05-22,IOTA-USDT,60,148487549,0
2024-05-22,EGLD-USDT,61,119615235,0
2024-05-22,ENJ-USDT,62,118048159,0
2024-05-23,BTC-USDT,1,80734982212,1
2024-05-23,ETH-USDT,2,47727806578,1
2024-05-23,SOL-USDT,3,21617175345,1
2024-05-23,DOGE-USDT,4,14964069453,1
2024-05-23,PEPE-USDT,5,13044346830,1
2024-05-23,SHIB-USDT,6,5302372119,1
2024-05-23,FIL-USDT,7,4982377878,1
2024-05-23,ORDI-USDT,8,4913400626,1
2024-05-23,XRP-USDT,9,4813654641,1
2024-05-23,WLD-USDT,10,4630686537,1
2024-05-23,SUI-USDT,11,4148940860,1
2024-05-23,LTC-USDT,12,3907860619,1
2024-05-23,NEAR-USDT,13,3059427705,1
2024-05-23,BCH-USDT,14,2945913476,1
2024-05-23,ARB-USDT,15,2207337322,1
2024-05-23,ETC-USDT,16,2168026749,1
2024-05-23,AVAX-USDT,17,2102156355,1
2024-05-23,OP-USDT,18,2100396211,1
2024-05-23,JUP-USDT,19,2013396073,1
2024-05-23,APT-USDT,20,1977576420,1
2024-05-23,FLOKI-USDT,21,1877577227,1
2024-05-23,UNI-USDT,22,1602645934,1
2024-05-23,ADA-USDT,23,1554687727,1
2024-05-23,GALA-USDT,24,1430166007,1
2024-05-23,DOT-USDT,25,1183325433,1
2024-05-23,ICP-USDT,26,1114696029,1
2024-05-23,DYDX-USDT,27,1077710609,1
2024-05-23,BONK-USDT,28,1073722066,1
2024-05-23,LINK-USDT,29,1032164842,1
2024-05-23,FET-USDT,30,1002609806,1
2024-05-23,STX-USDT,31,996355196,0
2024-05-23,AR-USDT,32,994436587,0
2024-05-23,TIA-USDT,33,947115384,0
2024-05-23,CHZ-USDT,34,946776565,0
2024-05-23,OKB-USDT,35,737910420,0
2024-05-23,CRV-USDT,36,723037042,0
2024-05-23,HBAR-USDT,37,713787073,0
2024-05-23,LDO-USDT,38,648287576,0
2024-05-23,ATOM-USDT,39,648162735,0
2024-05-23,FLOW-USDT,40,601760243,0
2024-05-23,INJ-USDT,41,567253388,0
2024-05-23,TRX-USDT,42,547757182,0
2024-05-23,NEO-USDT,43,540870975,0
2024-05-23,APE-USDT,44,530294481,0
2024-05-23,ALGO-USDT,45,513732186,0
2024-05-23,SAND-USDT,46,509874304,0
2024-05-23,THETA-USDT,47,441190370,0
2024-05-23,AAVE-USDT,48,430159065,0
2024-05-23,GRT-USDT,49,397115354,0
2024-05-23,IMX-USDT,50,330716457,0
2024-05-23,MANA-USDT,51,322609708,0
2024-05-23,XLM-USDT,52,312653413,0
2024-05-23,SNX-USDT,53,307285958,0
2024-05-23,MINA-USDT,54,293514693,0
2024-05-23,QTUM-USDT,55,250681461,0
2024-05-23,ZIL-USDT,56,210618399,0
2024-05-23,COMP-USDT,57,165798471,0
2024-05-23,KSM-USDT,58,164345817,0
2024-05-23,XTZ-USDT,59,161601526,0
2024-05-23,IOTA-USDT,60,149392131,0
2024-05-23,EGLD-USDT,61,119623128,0
2024-05-23,ENJ-USDT,62,119226934,0
2024-05-24,BTC-USDT,1,80986171513,1
2024-05-24,ETH-USDT,2,48001710099,1
2024-05-24,SOL-USDT,3,21731484576,1
2024-05-24,DOGE-USDT,4,15123373138,1
2024-05-24,PEPE-USDT,5,13198527314,1
2024-05-24,SHIB-USDT,6,5314064503,1
2024-05-24,FIL-USDT,7,4928366931,1
2024-05-24,ORDI-USDT,8,4876243520,1
2024-05-24,XRP-USDT,9,4823543155,1
2024-05-24,WLD-USDT,10,4581403481,1
2024-05-24,SUI-USDT,11,4134430734,1
2024-05-24,LTC-USDT,12,3912911092,1
2024-05-24,NEAR-USDT,13,3156874674,1
2024-05-24,BCH-USDT,14,2958473062,1
2024-05-24,ARB-USDT,15,2212964817,1
2024-05-24,ETC-USDT,16,2186177650,1
2024-05-24,OP-USDT,17,2104643481,1
2024-05-24,AVAX-USDT,18,2103309511,1
2024-05-24,JUP-USDT,19,2007755871,1
2024-05-24,APT-USDT,20,1981088044,1
2024-05-24,FLOKI-USDT,21,1885958568,1
2024-05-24,ADA-USDT,22,1551972068,1
2024-05-24,UNI-USDT,23,1515637432,1
2024-05-24,GALA-USDT,24,1425425548,1
2024-05-24,DOT-USDT,25,1177688649,1
2024-05-24,ICP-USDT,26,1112330599,1
2024-05-24,BONK-USDT,27,1086408471,1
2024-05-24,LINK-USDT,28,1045065399,1
2024-05-24,DYDX-USDT,29,1017732577,1
2024-05-24,FET-USDT,30,998098437,1
2024-05-24,AR-USDT,31,996873303,0
2024-05-24,STX-USDT,32,995302826,0
2024-05-24,TIA-USDT,33,946725442,0
2024-05-24,CHZ-USDT,34,944829298,0
